1	1	1	1	1	1	50	60	70	80	18	1	1	1	11	1	1	1	1	1	99	1	1	1	99	1	1	1	1	1	18	1	1	1	1	1	1	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1	0	120	0	0	1	0	0	0	0	1	0	10	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
99	0	10	0	0	0	0	0	0	1	1	0	14	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1	0	99	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
99	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
99	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
50	1	1	1	1	1	1	1	99	1	1	1	1	1	1	1	1	1	1	1	50	1	99	1	1	1	50	1	1	1	98	1	1	1	50	1	1	1	1	50
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	87	1	97	1	88	1	1	1	1	1	1	1	1	1	57	1	1	1	1	1
1	1	1	10	10	19	1	1	1	1	18	1	1	1	76	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	12	0	0	1	0	0	0	0	1	0	10	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	10	0	0	0	0	0	0	1	1	0	14	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1
1	0	14	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	5	0	0	0	1	0	0	0	0	1
1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	1	0	1	0	1	1	1	77	1	1	1	1	23	1	1	1	1	1	67	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	1	1	99	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
99	1	1	1	1	1	1	1	1	1	1	1	1	1	78	1	1	1	1	1	45	1	1	1	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	18	0	0	0	1	0	0	0	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65	1	1	1	18	1	1	1	1	1	1	1	1	1
